order_id,customer_id,payment_company,payment_country,shipping_city,shipping_country,国家是否相同,product_details
'43887','10876',,Singapore,SIngapore,Singapore,TRUE,"'Product Qty: 1, Product SKU: 90014 ; Product Qty: 1, Product SKU: 98004 ; '"
'43888','10882',Nagahama Institute of Bio-Science and Te,Japan,Nagahama,Japan,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43889','1915',Ridge View High School,United States,Columbia,United States,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; Product Qty: 1, Product SKU: 86508 ; Product Qty: 1, Product SKU: 61512 ; Product Qty: 1, Product SKU: 61516 ; Product Qty: 2, Product SKU: 85401 ; Product Qty: 1, Product SKU: 85001 ; Product Qty: 2, Product SKU: 60000 ; Product Qty: 2, Product SKU: 60004 ; '"
'43890','9330',Reltech,South Africa,Johannesburg,South Africa,TRUE,"'Product Qty: 1, Product SKU: 11024 ; Product Qty: 1, Product SKU: 13402 ; Product Qty: 1, Product SKU: 95051 ; Product Qty: 1, Product SKU: 95055 ; Product Qty: 1, Product SKU: 10031 ; Product Qty: 1, Product SKU: 95053 ; '"
'43891','10888',,United States,westland,United States,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43892','4407',,Israel,Tzur Itzchak,Israel,TRUE,"'Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 14403 ; Product Qty: 1, Product SKU: 60707 ; Product Qty: 1, Product SKU: 60717 ; Product Qty: 1, Product SKU: 83011 ; Product Qty: 2, Product SKU: 83410 ; Product Qty: 1, Product SKU: 72350 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 1, Product SKU: 61512 ; '"
'43893','2898',,United States,Oakland,United States,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43894','248',,Australia,Yenda,Australia,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 4, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 4, Product SKU: 13801 ; Product Qty: 2, Product SKU: 10021 ; Product Qty: 2, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; Product Qty: 1, Product SKU: 12802 ; Product Qty: 1, Product SKU: 71944 ; '"
'43895','3776',,United States,Pittsburgh,United States,TRUE,"'Product Qty: 2, Product SKU: 12040 ; Product Qty: 2, Product SKU: 80086 ; Product Qty: 1, Product SKU: 61802 ; Product Qty: 1, Product SKU: 84740 ; Product Qty: 1, Product SKU: 83015 ; Product Qty: 1, Product SKU: 87033 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 1, Product SKU: 71002 ; Product Qty: 1, Product SKU: 14222 ; Product Qty: 1, Product SKU: 60028 ; Product Qty: 1, Product SKU: 60004 ; Product Qty: 2, Product SKU: 62448 ; Product Qty: 1, Product SKU: 14000 ; Product Qty: 1, Product SKU: 13035 ; Product Qty: 1, Product SKU: 11012 ; Product Qty: 1, Product SKU: 13810 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 10050 ; '"
'43896','10721',"SEiBUTSUGIKEN CO.,LTD",Japan,Atsugi,Japan,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43897','10721',"SEiBUTSUGIKEN CO.,LTD",Japan,Atsugi,Japan,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43898','10911',,United States,Georgetown,United States,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43899','9202',,Hong Kong,Lantau,Hong Kong,TRUE,"'Product Qty: 4, Product SKU: 95008 ; Product Qty: 4, Product SKU: 13801 ; Product Qty: 2, Product SKU: 10021 ; Product Qty: 2, Product SKU: 14202 ; Product Qty: 1, Product SKU: 12802 ; Product Qty: 1, Product SKU: 71944 ; Product Qty: 1, Product SKU: 89003 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 1, Product SKU: 71002 ; '"
'43900','10925',"Groovenauts,inc",Japan,fukuoka,Japan,TRUE,"'Product Qty: 6, Product SKU: 90058 ; Product Qty: 1, Product SKU: 13030 ; '"
'43901','2117',,Hong Kong,HKSAR,Hong Kong,TRUE,"'Product Qty: 5, Product SKU: 13801 ; Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43902','10928',,Australia,Windsor,Australia,TRUE,"'Product Qty: 1, Product SKU: 90020 ; '"
'43903','10234',The Creative Element,Australia,Canberra,Australia,TRUE,"'Product Qty: 1, Product SKU: 86502 ; Product Qty: 1, Product SKU: 12015 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 98000 ; '"
'43904','10721',"SEiBUTSUGIKEN CO.,LTD",Japan,Atsugi,Japan,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43905','2117',China State Construction Engineering Ltd,Hong Kong,Lantau Island,Hong Kong,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 5, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43906','10862',Vakcollege Helmond,Netherlands,Helmond,Netherlands,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43907','10862',Vakcollege Helmond,Netherlands,Helmond,Netherlands,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43908','6265',PMOT,Netherlands,Scheemda,Netherlands,TRUE,"'Product Qty: 10, Product SKU: 90058 ; Product Qty: 10, Product SKU: 90053 ; '"
'43909','8264',,Italy,TORINO,Italy,TRUE,"'Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 14202 ; '"
'43910','24',Distintiva Solutions S.Coop.,Spain,Vitoria,Spain,TRUE,"'Product Qty: 5, Product SKU: 70015 ; Product Qty: 10, Product SKU: 84740 ; Product Qty: 5, Product SKU: 14000 ; Product Qty: 20, Product SKU: 71002 ; Product Qty: 20, Product SKU: 70552 ; Product Qty: 5, Product SKU: 81320 ; Product Qty: 5, Product SKU: 80002 ; Product Qty: 40, Product SKU: 95026 ; Product Qty: 10, Product SKU: 90092 ; Product Qty: 1, Product SKU: 90014 ; Product Qty: 2, Product SKU: 98004 ; Product Qty: 1, Product SKU: 90040 ; Product Qty: 100, Product SKU: 13412 ; Product Qty: 168, Product SKU: 90058 ; Product Qty: 60, Product SKU: 90053 ; Product Qty: 2, Product SKU: 90004 ; Product Qty: 20, Product SKU: 98050 ; Product Qty: 10, Product SKU: 13404 ; Product Qty: 5, Product SKU: 13406 ; Product Qty: 10, Product SKU: 14202 ; Product Qty: 5, Product SKU: 11007 ; Product Qty: 40, Product SKU: 13402 ; Product Qty: 5, Product SKU: 13410 ; Product Qty: 50, Product SKU: 13602 ; Product Qty: 20, Product SKU: 13610 ; Product Qty: 75, Product SKU: 13801 ; Product Qty: 40, Product SKU: 11010 ; Product Qty: 75, Product SKU: 13604 ; Product Qty: 100, Product SKU: 11008 ; Product Qty: 25, Product SKU: 11032 ; Product Qty: 5, Product SKU: 11014 ; Product Qty: 10, Product SKU: 62450 ; Product Qty: 40, Product SKU: 11012 ; Product Qty: 2, Product SKU: 10041 ; Product Qty: 5, Product SKU: 13035 ; Product Qty: 20, Product SKU: 60711 ; Product Qty: 100, Product SKU: 61216 ; Product Qty: 70, Product SKU: 61500 ; Product Qty: 1, Product SKU: 86008 ; Product Qty: 5, Product SKU: 84420 ; Product Qty: 2, Product SKU: 60920 ; Product Qty: 2, Product SKU: 60122 ; Product Qty: 5, Product SKU: 60012 ; Product Qty: 5, Product SKU: 60008 ; Product Qty: 2, Product SKU: 95017 ; Product Qty: 2, Product SKU: 10060 ; Product Qty: 30, Product SKU: 86508 ; '"
'43911','10941',EPFL ENAC IIE SBER,Switzerland,Lausanne,Switzerland,TRUE,"'Product Qty: 1, Product SKU: 90014 ; '"
'43912','10943',Alland Group,Australia,Alexandria,Australia,TRUE,"'Product Qty: 1, Product SKU: 90020 ; Product Qty: 1, Product SKU: 94010 ; '"
'43913','4445',,Japan,Kawasaki-shi,Japan,TRUE,"'Product Qty: 1, Product SKU: 95008 ; Product Qty: 1, Product SKU: 86508 ; '"
'43914','7932',,Belgium,Sint-Niklaas,Belgium,TRUE,"'Product Qty: 3, Product SKU: 90058 ; Product Qty: 1, Product SKU: 13412 ; '"
'43915','10947',,Belgium,Brussels,Belgium,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43916','2688',,Japan,神戸市,Japan,TRUE,"'Product Qty: 1, Product SKU: 81320 ; '"
'43917','10951',,United States,Redford Township,United States,TRUE,"'Product Qty: 1, Product SKU: 90058 ; Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 14202 ; '"
'43918','9188',,Italy,Vercelli,Italy,TRUE,"'Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 98050 ; Product Qty: 1, Product SKU: 11008 ; Product Qty: 1, Product SKU: 13404 ; Product Qty: 1, Product SKU: 89003 ; '"
'43919','10954',,Hong Kong,MA ON SHAN,Hong Kong,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43920','10959',,United States,DORAL,United States,TRUE,"'Product Qty: 1, Product SKU: 13406 ; Product Qty: 1, Product SKU: 10060 ; Product Qty: 1, Product SKU: 61804 ; Product Qty: 1, Product SKU: 72342 ; '"
'43921','10964',,United States,Richmond,United States,TRUE,"'Product Qty: 1, Product SKU: 14235 ; Product Qty: 1, Product SKU: 11001 ; Product Qty: 1, Product SKU: 13002 ; '"
'43922','10533',Northeast  STEM Starter Academy at Mt. V,United States,Tuckahoe,United States,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 11008 ; Product Qty: 1, Product SKU: 13400 ; Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 14202 ; '"
'43923','10977',,United States,Washington,United States,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; Product Qty: 1, Product SKU: 98000 ; '"
'43924','6138',,United States,Indio,United States,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43925','10988',GClue,Japan,Aizuwakamatsu,Japan,TRUE,"'Product Qty: 1, Product SKU: 99032 ; '"
'43926','1440',,Australia,Brisbane,Australia,TRUE,"'Product Qty: 4, Product SKU: 12035 ; Product Qty: 1, Product SKU: 84720 ; Product Qty: 1, Product SKU: 61110 ; Product Qty: 1, Product SKU: 60016 ; Product Qty: 1, Product SKU: 85004 ; Product Qty: 2, Product SKU: 70552 ; Product Qty: 1, Product SKU: 14222 ; Product Qty: 2, Product SKU: 84040 ; Product Qty: 1, Product SKU: 84750 ; Product Qty: 1, Product SKU: 62414 ; Product Qty: 2, Product SKU: 61500 ; Product Qty: 2, Product SKU: 70558 ; Product Qty: 2, Product SKU: 71002 ; Product Qty: 2, Product SKU: 60032 ; Product Qty: 2, Product SKU: 10050 ; Product Qty: 3, Product SKU: 87303 ; Product Qty: 1, Product SKU: 81042 ; Product Qty: 1, Product SKU: 81340 ; Product Qty: 1, Product SKU: 86062 ; Product Qty: 4, Product SKU: 60830 ; '"
'43927','10993',,Australia,gregory hills,Australia,TRUE,"'Product Qty: 1, Product SKU: 90058 ; Product Qty: 1, Product SKU: 11008 ; Product Qty: 1, Product SKU: 13412 ; '"
'43928','10197',,United States,Buena Park,United States,TRUE,"'Product Qty: 2, Product SKU: 98052 ; Product Qty: 2, Product SKU: 13412 ; '"
'43929','11004',,India,pune,India,TRUE,"'Product Qty: 1, Product SKU: 90092 ; '"
'43930','11007',KLM Utilities,United States,SAN FRANCISCO,United States,TRUE,"'Product Qty: 1, Product SKU: 85450 ; Product Qty: 1, Product SKU: 87332 ; '"
'43931','11008',,China,Fuzhou,China,TRUE,"'Product Qty: 1, Product SKU: 95055 ; Product Qty: 1, Product SKU: 90040 ; '"
'43932','11013',,Singapore,Singapore,Singapore,TRUE,"'Product Qty: 1, Product SKU: 90040 ; '"
'43933','6360',Biakom,Ukraine,Kyiv,Ukraine,TRUE,"'Product Qty: 7, Product SKU: 90053 ; Product Qty: 7, Product SKU: 98050 ; Product Qty: 5, Product SKU: 90070 ; Product Qty: 7, Product SKU: 90092 ; Product Qty: 5, Product SKU: 90020 ; '"
'43934','10950',,United States,New York,United States,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; Product Qty: 1, Product SKU: 94004 ; Product Qty: 1, Product SKU: 13400 ; Product Qty: 1, Product SKU: 13404 ; Product Qty: 1, Product SKU: 10050 ; Product Qty: 1, Product SKU: 13035 ; '"
'43935','10685',,South Africa,Cape Town,South Africa,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43936','11027',CPPET,United States,Claremont,United States,TRUE,"'Product Qty: 1, Product SKU: 98004 ; '"
'43937','11030',,United States,Madison,United States,TRUE,"'Product Qty: 1, Product SKU: 13035 ; Product Qty: 1, Product SKU: 13020 ; Product Qty: 1, Product SKU: 13410 ; Product Qty: 1, Product SKU: 11032 ; Product Qty: 1, Product SKU: 11020 ; '"
'43938','11029',,Paraguay,Coronel Oviedo,Paraguay,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43939','11036',Wentworth Institute of Technol,United States,Boston,United States,TRUE,"'Product Qty: 4, Product SKU: 10021 ; Product Qty: 1, Product SKU: 90070 ; Product Qty: 3, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; Product Qty: 3, Product SKU: 11008 ; Product Qty: 1, Product SKU: 11007 ; Product Qty: 4, Product SKU: 11040 ; Product Qty: 2, Product SKU: 11001 ; Product Qty: 2, Product SKU: 86508 ; Product Qty: 13, Product SKU: 95026 ; Product Qty: 1, Product SKU: 13400 ; Product Qty: 2, Product SKU: 13412 ; Product Qty: 3, Product SKU: 12803 ; Product Qty: 1, Product SKU: 98050 ; Product Qty: 1, Product SKU: 12802 ; Product Qty: 4, Product SKU: 81340 ; Product Qty: 2, Product SKU: 12020 ; Product Qty: 2, Product SKU: 95010 ; Product Qty: 2, Product SKU: 95017 ; Product Qty: 3, Product SKU: 87050 ; Product Qty: 8, Product SKU: 13801 ; '"
'43940','10563',,Italy,Trieste,Italy,TRUE,"'Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 90053 ; '"
'43941','9363',"BARAD-DUR, s.r.o.",Czech Republic,Liberec,Czech Republic,TRUE,"'Product Qty: 8, Product SKU: 84750 ; Product Qty: 10, Product SKU: 85009 ; Product Qty: 2, Product SKU: 62003 ; Product Qty: 3, Product SKU: 61210 ; Product Qty: 2, Product SKU: 87384 ; Product Qty: 2, Product SKU: 61520 ; Product Qty: 4, Product SKU: 85001 ; Product Qty: 4, Product SKU: 85050 ; Product Qty: 2, Product SKU: 84754 ; Product Qty: 1, Product SKU: 85020 ; Product Qty: 2, Product SKU: 85401 ; Product Qty: 1, Product SKU: 85003 ; Product Qty: 1, Product SKU: 85004 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 1, Product SKU: 70558 ; Product Qty: 2, Product SKU: 71004 ; Product Qty: 1, Product SKU: 95000 ; '"
'43942','4131',Little Bird Electronics,Australia,Mount Kuring-Gai,Australia,TRUE,"'Product Qty: 15, Product SKU: 90058 ; Product Qty: 15, Product SKU: 90053 ; Product Qty: 10, Product SKU: 87330 ; Product Qty: 3, Product SKU: 90040 ; '"
'43943','11044',,"France, Metropolitan",Jarny,"France, Metropolitan",TRUE,"'Product Qty: 13, Product SKU: 62450 ; '"
'43944','11044',,"France, Metropolitan",Jarny,"France, Metropolitan",TRUE,"'Product Qty: 2, Product SKU: 86508 ; Product Qty: 12, Product SKU: 62450 ; '"
'43945','11069',Victorian Space Science Education Centre,Australia,Strathmore,Australia,TRUE,"'Product Qty: 1, Product SKU: 90092 ; Product Qty: 1, Product SKU: 94004 ; '"
'43946','2445',Pakronics,Australia,Rosanna,Australia,TRUE,"'Product Qty: 5, Product SKU: 71942 ; Product Qty: 5, Product SKU: 71944 ; Product Qty: 5, Product SKU: 71946 ; Product Qty: 5, Product SKU: 71945 ; Product Qty: 5, Product SKU: 71943 ; Product Qty: 10, Product SKU: 70552 ; Product Qty: 10, Product SKU: 70570 ; Product Qty: 10, Product SKU: 70567 ; Product Qty: 10, Product SKU: 70561 ; Product Qty: 10, Product SKU: 70558 ; Product Qty: 10, Product SKU: 70512 ; Product Qty: 5, Product SKU: 70015 ; Product Qty: 3, Product SKU: 83041 ; Product Qty: 3, Product SKU: 83040 ; Product Qty: 10, Product SKU: 84754 ; Product Qty: 2, Product SKU: 95014 ; Product Qty: 2, Product SKU: 11032 ; Product Qty: 4, Product SKU: 87030 ; Product Qty: 3, Product SKU: 61808 ; Product Qty: 2, Product SKU: 84420 ; Product Qty: 15, Product SKU: 70564 ; Product Qty: 15, Product SKU: 70555 ; Product Qty: 2, Product SKU: 61500 ; Product Qty: 2, Product SKU: 83042 ; Product Qty: 2, Product SKU: 11008 ; Product Qty: 2, Product SKU: 11020 ; Product Qty: 3, Product SKU: 95022 ; Product Qty: 3, Product SKU: 87303 ; Product Qty: 3, Product SKU: 85403 ; Product Qty: 1, Product SKU: 81310 ; Product Qty: 3, Product SKU: 11012 ; Product Qty: 3, Product SKU: 11010 ; Product Qty: 2, Product SKU: 12015 ; Product Qty: 3, Product SKU: 83002 ; Product Qty: 1, Product SKU: 98004 ; Product Qty: 2, Product SKU: 90014 ; Product Qty: 5, Product SKU: 60004 ; Product Qty: 2, Product SKU: 10031 ; Product Qty: 10, Product SKU: 60000 ; Product Qty: 2, Product SKU: 10021 ; Product Qty: 5, Product SKU: 13801 ; Product Qty: 3, Product SKU: 85003 ; Product Qty: 3, Product SKU: 85004 ; Product Qty: 5, Product SKU: 90004 ; Product Qty: 11, Product SKU: 11007 ; Product Qty: 4, Product SKU: 13002 ; Product Qty: 5, Product SKU: 94010 ; Product Qty: 2, Product SKU: 90040 ; Product Qty: 10, Product SKU: 14000 ; Product Qty: 10, Product SKU: 98052 ; Product Qty: 11, Product SKU: 90053 ; Product Qty: 20, Product SKU: 90058 ; Product Qty: 6, Product SKU: 90092 ; '"
'43948','11073',,"Korea, Republic of",Changwon-si,"Korea, Republic of",TRUE,"'Product Qty: 1, Product SKU: 94004 ; '"
'43949','6681',kalimat,Lebanon,beirut,Lebanon,TRUE,"'Product Qty: 1, Product SKU: 90058 ; '"
'43950','11077',,Hungary,Debrecen,Hungary,TRUE,"'Product Qty: 1, Product SKU: 90004 ; '"
'43951','11082',,Australia,Glen Iris,Australia,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 94010 ; Product Qty: 1, Product SKU: 11008 ; '"
'43952','11083',Ecco Leather BV,Netherlands,Amsterdam,Netherlands,TRUE,"'Product Qty: 4, Product SKU: 87020 ; Product Qty: 1, Product SKU: 12009 ; Product Qty: 1, Product SKU: 62003 ; Product Qty: 1, Product SKU: 81062 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 14008 ; '"
'43955','3612',SEDONA,"France, Metropolitan",Paris,"France, Metropolitan",TRUE,"'Product Qty: 1, Product SKU: 10060 ; Product Qty: 1, Product SKU: 11024 ; Product Qty: 2, Product SKU: 13402 ; Product Qty: 2, Product SKU: 14000 ; '"
'43956','3612',SEDONA,"France, Metropolitan",Paris,"France, Metropolitan",TRUE,"'Product Qty: 1, Product SKU: 90040 ; '"
'43957','11100',,Taiwan,Xinyi Dist.,Taiwan,TRUE,"'Product Qty: 1, Product SKU: 90086 ; Product Qty: 1, Product SKU: 90092 ; Product Qty: 1, Product SKU: 94010 ; Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 11008 ; Product Qty: 1, Product SKU: 13400 ; Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 14202 ; '"
'43958','1989',,United States,Louisville,United States,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; Product Qty: 1, Product SKU: 86508 ; '"
'43959','11068',,United States,Auburn,United States,TRUE,"'Product Qty: 1, Product SKU: 81310 ; Product Qty: 1, Product SKU: 89002 ; Product Qty: 1, Product SKU: 90020 ; Product Qty: 1, Product SKU: 61810 ; '"
'43960','11101',,United States,Sacramento,United States,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 2, Product SKU: 95008 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 1, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 71002 ; '"
'43961','11104',,"France, Metropolitan",Malakoff,"France, Metropolitan",TRUE,"'Product Qty: 2, Product SKU: 81320 ; Product Qty: 1, Product SKU: 13402 ; '"
'43962','8490',Onondaga County Public Library,United States,Syracuse,United States,TRUE,"'Product Qty: 16, Product SKU: 90092 ; Product Qty: 8, Product SKU: 94004 ; Product Qty: 2, Product SKU: 91008 ; '"
'43963','928',Google,United States,Mountain View,United States,TRUE,"'Product Qty: 2, Product SKU: 95055 ; Product Qty: 2, Product SKU: 12009 ; Product Qty: 2, Product SKU: 12008 ; Product Qty: 2, Product SKU: 10060 ; '"
'43964','11110',,Lithuania,Vilnius,Lithuania,TRUE,"'Product Qty: 2, Product SKU: 12009 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 3, Product SKU: 13801 ; Product Qty: 2, Product SKU: 14202 ; Product Qty: 1, Product SKU: 14204 ; Product Qty: 2, Product SKU: 14206 ; Product Qty: 4, Product SKU: 13610 ; Product Qty: 1, Product SKU: 71543 ; Product Qty: 1, Product SKU: 71544 ; Product Qty: 1, Product SKU: 14221 ; Product Qty: 1, Product SKU: 98004 ; '"
'43965','11115',,Australia,brisbane,Australia,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43966','11115',,Australia,brisbane,Australia,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43967','10991',MindTouch,United States,San Diego,United States,TRUE,"'Product Qty: 1, Product SKU: 91000 ; Product Qty: 1, Product SKU: 10050 ; '"
